"class","variable","glm_coef","glm_pval","ridge_coef","lasso_coef","elastic_coef","glm_selected","ridge_selected","lasso_selected","elastic_selected","Boruta"
"2","Nasal_breathing_therapy_septoplasty",-13.806367963577,0,-0.272466352062791,0,-0.112233611110864,TRUE,TRUE,FALSE,TRUE,"Rejected"
"3","Nasal_breathing_therapy_septoplasty",0.194138276732583,0.899068092175423,0.109983122306063,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Nasal_breathing_therapy_septoplasty",0.803856392236051,0.560303569670588,0.099976145748745,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Nasal_breathing_therapy_turbinate.surgery",NA,NA,-0.233813150573178,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Nasal_breathing_therapy_turbinate.surgery",12.4710634660975,0,0.264459572362737,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Nasal_breathing_therapy_turbinate.surgery",6.70827289117313,0,0.270846090093178,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Nasal_breathing_therapy_turbinate.surgery",-10.844503407603,0,-0.301492511882737,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Nasal_breathing_therapy_turbinoplasty",NA,NA,0.189249203447704,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Nasal_breathing_therapy_turbinoplasty",-5.42094230328943,0,-0.19520891756759,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Nasal_breathing_therapy_turbinoplasty",-4.85810917959049,0,-0.206106742237069,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Nasal_breathing_therapy_turbinoplasty",-1.46280671274609,0.125166666348304,0.212066456356955,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Neck.carcinoma.surgery",NA,NA,-0.23239602538003,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Neck.carcinoma.surgery",12.3193692576697,0,0.712251630728792,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Neck.carcinoma.surgery",-1.85222140015295,0,-0.202004611500343,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Neck.carcinoma.surgery",-7.40087279589685,0,-0.277850993848418,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Neck.surgery",NA,NA,-0.257942904833801,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Neck.surgery",14.5844608082121,0,0.315079188032799,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Neck.surgery",0.409787727805255,0,0.171312844458879,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Neck.surgery",-5.17266287894091,0,-0.228449127657877,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Neck.trauma.surgery",NA,NA,-0.0992789134268138,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Neck.trauma.surgery",5.81831784157406,0,0.44028110354074,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Neck.trauma.surgery",-4.85601415895701,0,-0.196195784423895,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Neck.trauma.surgery",-0.61713042257167,0,-0.144806405690031,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Neurological.disorder",NA,NA,0.0302903228677013,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Neurological.disorder",-1.23548655776372,0.360802462879523,0.122513304890585,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Neurological.disorder",-1.51709652601635,0.37479052471541,-0.122187320101874,0,-0.170878542197071,FALSE,TRUE,FALSE,TRUE,"Rejected"
"4","Neurological.disorder",-9.93623102455757,0,-0.0306163076564123,0,0,TRUE,FALSE,FALSE,FALSE,"Rejected"
"1","Obsessive.compulsive.disorder",NA,NA,-0.174076365377565,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Obsessive.compulsive.disorder",NA,NA,-0.220824020770083,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Obsessive.compulsive.disorder",NA,NA,-0.0915947972232181,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Obsessive.compulsive.disorder",NA,NA,0.486495183370866,0,0.202076268100776,FALSE,TRUE,FALSE,TRUE,"Rejected"
"1","Odor.identification..x.3.",NA,NA,0.0064081885273733,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Odor.identification..x.3.",-0.13881955671882,0.575860277606773,-0.012455791110877,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Odor.identification..x.3.",-0.196262552268873,0.401653286889498,-0.00442533689869329,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Odor.identification..x.3.",-0.105454545775718,0.658503519688999,0.010472939482197,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Operation",NA,NA,-0.140461725066199,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Operation",NA,NA,-0.156377138052713,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Operation",NA,NA,-0.16267606364482,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Operation",NA,NA,0.459514926763732,0,0.233411546384067,FALSE,TRUE,FALSE,TRUE,"Rejected"
"1","Oral.carcinoma.surgery",NA,NA,0.603779295877121,0,0.594285045740432,FALSE,TRUE,FALSE,TRUE,"Rejected"
"2","Oral.carcinoma.surgery",-4.85998001427432,0,-0.222945281448659,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Oral.carcinoma.surgery",-6.07239172406883,0,-0.23721248780529,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Oral.carcinoma.surgery",-12.7904493231629,0,-0.143621526623171,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Osteoarthritis",NA,NA,0.733612701737403,0,0.714159263592377,FALSE,TRUE,FALSE,TRUE,"Rejected"
"2","Osteoarthritis",-16.4169509373257,0,-0.316673697987401,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Osteoarthritis",-14.4321516583509,0,-0.256014380598049,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Osteoarthritis",-1.24165112981547,0,-0.160924623151952,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Osteoporosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Osteoporosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Osteoporosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Osteoporosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Otoplasty",NA,NA,-0.278573789155863,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Otoplasty",5.60405934515065,0,0.131963593571985,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Otoplasty",12.5102725764552,0,0.0927106901347107,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Otoplasty",1.92879463760096,0,0.0538995054491679,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Parotidectomy",NA,NA,-0.235260640664556,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Parotidectomy",-0.447526930714871,0,-0.144195700978332,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Parotidectomy",5.47831674413922,0,0.489590659730456,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Parotidectomy",0.0156389704985732,0,-0.110134318087569,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Partial.kidney.resection.after.tumor",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Partial.kidney.resection.after.tumor",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Partial.kidney.resection.after.tumor",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Partial.kidney.resection.after.tumor",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Pharyngeal.abscess.surgery",NA,NA,-0.254646370482497,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Pharyngeal.abscess.surgery",-1.10113140469118,0,-0.221037519057094,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Pharyngeal.abscess.surgery",-3.05590437217724,0,-0.17980030356288,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Pharyngeal.abscess.surgery",12.1986342912131,0,0.655484193102471,0,0.586328912653084,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Polycystic.ovary.syndrome",NA,NA,-0.141901825301937,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Polycystic.ovary.syndrome",-5.66405596679376,0,-0.19784538241708,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Polycystic.ovary.syndrome",-1.78968730074735,0,-0.121586807296062,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Polycystic.ovary.syndrome",14.6503072365716,0,0.461334015015079,0,0.101497114511089,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Polyneuropathy",NA,NA,0.103847554366007,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Polyneuropathy",-3.95120327319823,0,-0.0298074696763711,0,0,TRUE,FALSE,FALSE,FALSE,"Rejected"
"3","Polyneuropathy",-5.43717714558008,0,-0.214146963664617,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Polyneuropathy",10.2968969401048,0,0.140106878974981,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Poor.kidney.function",NA,NA,-0.301224428774144,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Poor.kidney.function",-2.88369039020622,0,-0.216678505284316,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Poor.kidney.function",-5.63345210794179,0,-0.299547299280799,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Poor.kidney.function",16.6296693531967,0,0.817450233339259,0,0.910324647675609,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Post.traumatic.stress.disorder",NA,NA,0.17126342731596,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Post.traumatic.stress.disorder",-2.93930141559357,0,-0.00998177351961971,0,0,TRUE,FALSE,FALSE,FALSE,"Rejected"
"3","Post.traumatic.stress.disorder",-4.15413019023488,0,-0.165993893300628,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Post.traumatic.stress.disorder",2.18950305840264,0,0.0047122395042878,0,0,TRUE,FALSE,FALSE,FALSE,"Rejected"
"1","Post.viral.fatigue.syndrome",NA,NA,-0.213733878909159,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Post.viral.fatigue.syndrome",12.5068677849366,0,0.668337172856009,0,0.526508315161314,TRUE,TRUE,FALSE,TRUE,"Rejected"
"3","Post.viral.fatigue.syndrome",-3.7492890605025,0,-0.197194539442848,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Post.viral.fatigue.syndrome",-4.45938484706728,0,-0.257408754504002,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Primary.biliary.cirrhosis",NA,NA,0.541838159318998,0,0.2871055137409,FALSE,TRUE,FALSE,TRUE,"Rejected"
"2","Primary.biliary.cirrhosis",NA,NA,-0.19202765176572,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Primary.biliary.cirrhosis",NA,NA,-0.184999866370627,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Primary.biliary.cirrhosis",NA,NA,-0.164810641182651,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Psoriasis",NA,NA,-0.195648547728702,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Psoriasis",-3.49396844764099,0,-0.251370327891843,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Psoriasis",-6.30425771480311,0,-0.237913067878791,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Psoriasis",13.0195864412604,0,0.684931943499336,0,0.534160443819102,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Psoriatic.arthritis",NA,NA,0.58854347857986,0.837894188086592,1.24024609595349,FALSE,TRUE,TRUE,TRUE,"Rejected"
"2","Psoriatic.arthritis",-12.3326564661666,0,-0.171961761013121,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Psoriatic.arthritis",-14.5559606485514,0,-0.218699795916655,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Psoriatic.arthritis",-8.56691805495302,0,-0.197881921650084,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Radio.wave.therapy",NA,NA,-0.177007619166462,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Radio.wave.therapy",-2.80787315482201,0,-0.178179835004259,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Radio.wave.therapy",-2.06541306446752,0,-0.139811548026885,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Radio.wave.therapy",10.9745002101831,0,0.494999002197606,0,0.199214620322845,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Raynaud.s.syndrome",NA,NA,-0.161825568048597,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Raynaud.s.syndrome",-6.40530144323141,0,-0.207787799432342,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Raynaud.s.syndrome",-2.01917428749496,0,-0.164633519655816,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Raynaud.s.syndrome",10.0469744543496,0,0.534246887136755,0,0.263730611560503,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Reduced.sense.of.smell",NA,NA,-0.176067326298683,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Reduced.sense.of.smell",NA,NA,-0.0981563687730715,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Reduced.sense.of.smell",NA,NA,0.364565504514925,0,0.0655179094614634,FALSE,TRUE,FALSE,TRUE,"Rejected"
"4","Reduced.sense.of.smell",NA,NA,-0.0903418094431702,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Rheumatism",NA,NA,-0.227726156563724,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Rheumatism",8.26382332513067,0,0.344016320910449,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Rheumatism",8.08774099026097,0,0.10606170566639,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Rheumatism",-6.08873018802399,0,-0.222351870013114,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Rheumatoid.arthritis",NA,NA,-0.190485862902394,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Rheumatoid.arthritis",13.1394116962527,0,0.674774947947958,0,0.115522485335421,TRUE,TRUE,FALSE,TRUE,"Rejected"
"3","Rheumatoid.arthritis",-5.23093731461975,0,-0.263551806902935,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Rheumatoid.arthritis",-6.18878803955159,0,-0.220737278142629,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Sarcoidosis",NA,NA,0.355661245947027,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Sarcoidosis",-10.1438749189928,0,-0.213812488309092,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Sarcoidosis",-11.7357956799404,0,-0.250272843059964,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Sarcoidosis",-0.348420035994869,0.859973943956981,0.108424085422028,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Scheuermann.s.disease",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Scheuermann.s.disease",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Scheuermann.s.disease",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Scheuermann.s.disease",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Sensitivity.of.the.nose.to.stinging.burning.stimuli",NA,NA,-0.10194980480347,-0.272140951933548,-0.301932585775966,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","Sensitivity.of.the.nose.to.stinging.burning.stimuli",1.32505236992735,5.92659255005401e-12,0.128891035777669,0.47262659911122,0.452972603319447,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","Sensitivity.of.the.nose.to.stinging.burning.stimuli",0.513022731679672,0.0065169777573264,-0.0235701580286145,0,0,TRUE,FALSE,FALSE,FALSE,"Confirmed"
"4","Sensitivity.of.the.nose.to.stinging.burning.stimuli",0.749775845503251,7.88893858456596e-05,-0.00337107294558439,0,0,TRUE,FALSE,FALSE,FALSE,"Confirmed"
"1","Shingles",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Shingles",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Shingles",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Shingles",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Sinus.surgery",NA,NA,-0.0292364954956725,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Sinus.surgery",0.241636960372086,0.701518879345769,0.0110378477345398,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Sinus.surgery",0.702196982856076,0.224592781659952,0.0613191267252227,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Sinus.surgery",-0.117050387005984,0.858741973361938,-0.0431204789640899,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Sinusitis",NA,NA,0.412349379949992,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Sinusitis",NA,NA,-0.111317219427187,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Sinusitis",NA,NA,-0.172801430832012,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Sinusitis",NA,NA,-0.128230729690793,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Sleep.apnea",NA,NA,-0.213698225445118,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Sleep.apnea",-4.46736738722771,0,-0.22832366037862,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Sleep.apnea",7.91461038129663,0,0.613857796366087,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Sleep.apnea",-0.696115887165453,0,-0.17183591054235,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Smell.ability.before.COVID.19",NA,NA,-0.000348903581467333,0,0,FALSE,FALSE,FALSE,FALSE,"Confirmed"
"2","Smell.ability.before.COVID.19",NA,NA,0.000559105312354273,0,0,FALSE,FALSE,FALSE,FALSE,"Confirmed"
"3","Smell.ability.before.COVID.19",NA,NA,-0.000522122485836254,0,0,FALSE,FALSE,FALSE,FALSE,"Confirmed"
"4","Smell.ability.before.COVID.19",NA,NA,0.000311920754949314,0,0,FALSE,FALSE,FALSE,FALSE,"Confirmed"
"1","Smell.ability.immediately.after.COVID.19",NA,NA,0.000283819864697425,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Smell.ability.immediately.after.COVID.19",-0.0239356127462376,0.00332892447971056,-0.000307525315500241,0,0,TRUE,FALSE,FALSE,FALSE,"Rejected"
"3","Smell.ability.immediately.after.COVID.19",-0.0138632591407428,0.0820965391035973,-0.000386904260433101,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Smell.ability.immediately.after.COVID.19",-0.00827521468731313,0.313126366532684,0.000410609711235917,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Smell.reduction.1",NA,NA,-0.0321928244131947,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Smell.reduction.1",-0.765471738794345,0.250353497663191,-0.00341105982379282,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Smell.reduction.1",0.526797486895857,0.373447042809641,0.0776599131222882,0.0724535450689874,0.155066253149757,FALSE,TRUE,TRUE,TRUE,"Rejected"
"4","Smell.reduction.1",-1.03605135981579,0.094569395843785,-0.0420560288853007,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Smell.reduction.2",NA,NA,-0.0414048111848179,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Smell.reduction.2",0.449204622251291,0.549890979772192,-0.00597371637136657,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Smell.reduction.2",0.816655439229908,0.221334177723653,0.0676778216613888,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Smell.reduction.2",0.354070611599939,0.623059337615766,-0.0202992941052044,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Smell.reduction.3",NA,NA,-0.018077268936546,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Smell.reduction.3",0.824854570946336,0.590257926524247,0.180070191583076,0,0.135567154017722,FALSE,TRUE,FALSE,TRUE,"Rejected"
"3","Smell.reduction.3",-13.1311290313002,0,-0.179569229769797,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Smell.reduction.3",0.500904440200736,0.734076017022847,0.017576307123267,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Soft.tissue.rheumatism",NA,NA,-0.225661072986561,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Soft.tissue.rheumatism",-5.76357880309988,0,-0.258159232955562,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Soft.tissue.rheumatism",12.2475515904731,0,0.718988304034952,0,0.637923766881191,TRUE,TRUE,FALSE,TRUE,"Rejected"
"4","Soft.tissue.rheumatism",-3.91718869719576,0,-0.235167998092829,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Spinal.canal.stenosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Spinal.canal.stenosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Spinal.canal.stenosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Spinal.canal.stenosis",NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Systemic.lupus.erythematosus",NA,NA,-0.184523867509222,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Systemic.lupus.erythematosus",14.3376365258924,0,0.560291409898039,0,0.349195182262522,TRUE,TRUE,FALSE,TRUE,"Rejected"
"3","Systemic.lupus.erythematosus",-3.7193681632419,0,-0.175181111372353,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Systemic.lupus.erythematosus",-4.35910336158525,0,-0.200586431016464,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Thrombocytosis",NA,NA,-0.247596405249273,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Thrombocytosis",11.8332949085073,0,0.71086326282557,0,0.725534144056936,TRUE,TRUE,FALSE,TRUE,"Rejected"
"3","Thrombocytosis",-3.72271785319988,0,-0.267340242026727,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Thrombocytosis",-1.28930597434498,0,-0.195926615549569,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Thyroid.carcinoma.surgery",NA,NA,-0.219299903911101,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Thyroid.carcinoma.surgery",-1.57007089899363,0,-0.250293524356788,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Thyroid.carcinoma.surgery",-5.89418543287476,0,-0.256659056071565,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Thyroid.carcinoma.surgery",11.397383039624,0,0.726252484339454,0,0.64082289020513,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Thyroid.problems",NA,NA,-0.223189808233807,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Thyroid.problems",-1.73285337795955,0,-0.248730027293203,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Thyroid.problems",-4.55754094381302,0,-0.226989017586998,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Thyroid.problems",12.8850033053497,0,0.698908853114008,0,0.419906452828402,TRUE,TRUE,FALSE,TRUE,"Rejected"
"1","Thyroid.surgery",NA,NA,-0.191059293258398,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Thyroid.surgery",-0.236293106179381,0,0.0630952287849291,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Thyroid.surgery",12.5850985700628,0,0.32752764140981,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Thyroid.surgery",-4.73197600673929,0,-0.199563576936341,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Tinnitus",NA,NA,-0.141908522245416,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Tinnitus",NA,NA,-0.197869392252053,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"3","Tinnitus",NA,NA,-0.121594201110668,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"4","Tinnitus",NA,NA,0.461372115608137,0,0.0976263869293762,FALSE,TRUE,FALSE,TRUE,"Rejected"
"1","Tonsillectomy",NA,NA,-0.0230251958699782,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Tonsillectomy",0.0857147384007035,0.939291468823608,0.0362060039761987,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Tonsillectomy",0.51387016704319,0.623446347151961,0.0447002762446025,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Tonsillectomy",-0.129874735661604,0.916837910767352,-0.057881084350823,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"1","Tonsillotomy",NA,NA,0.000239568143355686,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"2","Tonsillotomy",-0.299227339168281,0.607713882135316,0.0258782240320157,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Tonsillotomy",-0.341776811312666,0.533152450463099,0.00127256498135435,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Tonsillotomy",-0.290207363881149,0.601541155853503,-0.0273903571567258,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"1","Tympanic.membrane.surgery",NA,NA,-0.0795236891757078,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Tympanic.membrane.surgery",5.8550782169674,0,0.346320355076161,0,0.156841859639658,TRUE,TRUE,FALSE,TRUE,"Rejected"
"3","Tympanic.membrane.surgery",-9.93204208769137,0,-0.20926613399321,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"4","Tympanic.membrane.surgery",5.16785344751494,0,-0.0575305319072424,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"1","Tympanostomy.tube.insertion",NA,NA,0.280255025484964,0,0,FALSE,TRUE,FALSE,FALSE,"Rejected"
"2","Tympanostomy.tube.insertion",-10.3156168165396,2.44249065417534e-15,-0.0826176615001499,0,0,TRUE,TRUE,FALSE,FALSE,"Rejected"
"3","Tympanostomy.tube.insertion",-5.09172148447915,3.71988773117948e-09,0.0384493871121334,0,0,TRUE,FALSE,FALSE,FALSE,"Rejected"
